path,copy,elbo_Y,rmsd,gdt_ts,gdt_ha,tm,lddt
./structures/1j/1jfj.A.pdb,0,0.1489471197128296,13.729,0.3601,0.2519,0.4082,0.7082
./structures/1j/1jfj.A.pdb,1,0.0842328742146492,13.082,0.3582,0.25,0.405,0.7046
./structures/1j/1jfj.A.pdb,2,0.08539514243602753,13.225,0.3675,0.2612,0.4106,0.7097
./structures/1j/1jfj.A.pdb,3,0.22130712866783142,13.366,0.3638,0.2556,0.413,0.7157
./structures/1j/1jfj.A.pdb,4,0.10868579149246216,13.105,0.3713,0.2687,0.4079,0.7083
./structures/1k/1k2h.A.pdb,0,0.09552638232707977,6.345,0.4946,0.3091,0.5072,0.5561
./structures/1k/1k2h.A.pdb,1,0.06679639965295792,5.835,0.5081,0.3172,0.5092,0.5583
./structures/1k/1k2h.A.pdb,2,0.04922037571668625,5.714,0.5349,0.3468,0.5333,0.57
./structures/1k/1k2h.A.pdb,3,0.012768455781042576,6.031,0.5027,0.3118,0.5169,0.5549
./structures/1k/1k2h.A.pdb,4,0.09303244948387146,5.832,0.5188,0.3306,0.5281,0.5605
./structures/1l/1lip.A.pdb,0,0.26386740803718567,1.934,0.7582,0.5385,0.7981,0.7078
./structures/1l/1lip.A.pdb,1,0.25160104036331177,1.959,0.7665,0.544,0.7927,0.7005
./structures/1l/1lip.A.pdb,2,0.2700459659099579,1.81,0.772,0.5577,0.8122,0.7114
./structures/1l/1lip.A.pdb,3,0.3155360519886017,1.874,0.7885,0.5659,0.8062,0.7136
./structures/1l/1lip.A.pdb,4,0.30776965618133545,1.851,0.772,0.5522,0.809,0.7046
./structures/1m/1mut.A.pdb,0,0.14352139830589294,4.008,0.5775,0.3508,0.6738,0.6309
./structures/1m/1mut.A.pdb,1,0.24760231375694275,3.814,0.5717,0.343,0.6768,0.6422
./structures/1m/1mut.A.pdb,2,0.2637504041194916,3.804,0.593,0.3682,0.6952,0.6448
./structures/1m/1mut.A.pdb,3,0.20807957649230957,3.599,0.5775,0.3469,0.6883,0.635
./structures/1m/1mut.A.pdb,4,0.26541170477867126,3.604,0.6085,0.3818,0.7029,0.6519
./structures/1m/1mx7.A.pdb,0,0.31086528301239014,1.694,0.7985,0.5896,0.8823,0.8165
./structures/1m/1mx7.A.pdb,1,0.2972763180732727,1.847,0.7724,0.556,0.86,0.7989
./structures/1m/1mx7.A.pdb,2,0.3421105444431305,1.798,0.7929,0.5821,0.8721,0.8076
./structures/1m/1mx7.A.pdb,3,0.33634570240974426,1.784,0.7929,0.584,0.8738,0.8008
./structures/1m/1mx7.A.pdb,4,0.353803426027298,1.699,0.806,0.6026,0.8812,0.8157
./structures/1n/1ntr.A.pdb,0,-0.1282617449760437,4.243,0.5645,0.3407,0.6331,0.623
./structures/1n/1ntr.A.pdb,1,-0.029029743745923042,4.042,0.5585,0.3327,0.6384,0.6198
./structures/1n/1ntr.A.pdb,2,-0.04731035232543945,4.262,0.5605,0.3327,0.6264,0.6165
./structures/1n/1ntr.A.pdb,3,0.01345337275415659,3.945,0.5625,0.3347,0.6387,0.6267
./structures/1n/1ntr.A.pdb,4,-0.0228900033980608,3.884,0.5726,0.3427,0.6479,0.6207
./structures/1o/1o1u.A.pdb,0,0.2032843679189682,1.781,0.8445,0.6398,0.8928,0.8016
./structures/1o/1o1u.A.pdb,1,0.18450595438480377,1.758,0.8425,0.6339,0.8952,0.793
./structures/1o/1o1u.A.pdb,2,0.18274828791618347,1.776,0.8386,0.6319,0.8886,0.7996
./structures/1o/1o1u.A.pdb,3,0.2033364325761795,1.698,0.8366,0.626,0.8946,0.8004
./structures/1o/1o1u.A.pdb,4,0.2024381011724472,1.725,0.8386,0.6339,0.892,0.8015
./structures/1p/1pdb.A.pdb,0,0.2920626401901245,0.959,0.9395,0.7715,0.9693,0.9114
./structures/1p/1pdb.A.pdb,1,0.32753902673721313,1.069,0.9409,0.7836,0.9665,0.9125
./structures/1p/1pdb.A.pdb,2,0.26283130049705505,1.07,0.9234,0.746,0.9627,0.8927
./structures/1p/1pdb.A.pdb,3,0.2364136278629303,1.166,0.9422,0.7796,0.9649,0.9012
./structures/1p/1pdb.A.pdb,4,0.3326980769634247,0.902,0.9516,0.8132,0.9721,0.9192
./structures/1t/1tfu.A.pdb,0,0.23172037303447723,1.239,0.9475,0.8217,0.9561,0.9203
./structures/1t/1tfu.A.pdb,1,0.2930588722229004,1.157,0.9602,0.8551,0.9621,0.9244
./structures/1t/1tfu.A.pdb,2,0.22065840661525726,1.092,0.9363,0.7818,0.9584,0.8988
./structures/1t/1tfu.A.pdb,3,0.33274033665657043,1.148,0.949,0.8471,0.9617,0.9275
./structures/1t/1tfu.A.pdb,4,0.2555607259273529,1.164,0.9602,0.8503,0.9627,0.9275
./structures/1t/1tjd.A.pdb,0,0.2565916180610657,2.068,0.8299,0.6736,0.8882,0.9025
./structures/1t/1tjd.A.pdb,1,0.24891026318073273,2.029,0.831,0.6736,0.897,0.8993
./structures/1t/1tjd.A.pdb,2,0.27924197912216187,1.832,0.8495,0.6968,0.9127,0.9083
./structures/1t/1tjd.A.pdb,3,0.2729867994785309,1.343,0.8877,0.7361,0.9484,0.9152
./structures/1t/1tjd.A.pdb,4,0.27503490447998047,2.018,0.8356,0.6956,0.9045,0.909
./structures/1x/1xsa.A.pdb,0,0.1078365370631218,3.691,0.8252,0.6585,0.8685,0.8157
./structures/1x/1xsa.A.pdb,1,0.13159701228141785,2.821,0.8268,0.6373,0.8776,0.8048
./structures/1x/1xsa.A.pdb,2,0.12242595106363297,3.284,0.817,0.6209,0.876,0.8016
./structures/1x/1xsa.A.pdb,3,0.0812608152627945,2.838,0.8284,0.6471,0.8817,0.8104
./structures/1x/1xsa.A.pdb,4,0.12230361253023148,3.013,0.8121,0.6275,0.8661,0.8076
./structures/1z/1z15.A.pdb,0,0.3265809118747711,2.053,0.7972,0.6243,0.9208,0.9292
./structures/1z/1z15.A.pdb,1,0.26597779989242554,3.028,0.7376,0.569,0.8473,0.9306
./structures/1z/1z15.A.pdb,2,0.29000869393348694,1.693,0.8263,0.6693,0.9428,0.945
./structures/1z/1z15.A.pdb,3,0.284147173166275,2.072,0.7943,0.6403,0.919,0.9455
./structures/1z/1z15.A.pdb,4,0.30701738595962524,2.061,0.7972,0.6439,0.919,0.9473
./structures/2c/2cjo.A.pdb,0,0.3672688901424408,1.612,0.8866,0.7088,0.8923,0.8296
./structures/2c/2cjo.A.pdb,1,0.34241506457328796,1.539,0.8995,0.7268,0.8977,0.8424
./structures/2c/2cjo.A.pdb,2,0.3986245393753052,1.575,0.8918,0.7113,0.8963,0.8396
./structures/2c/2cjo.A.pdb,3,0.2774018347263336,1.521,0.8943,0.7191,0.8975,0.8406
./structures/2c/2cjo.A.pdb,4,0.38770219683647156,1.594,0.9072,0.7345,0.8963,0.8408
./structures/2d/2d9e.A.pdb,0,0.07604573667049408,3.571,0.9008,0.75,0.8934,0.8733
./structures/2d/2d9e.A.pdb,1,0.06996934860944748,4.312,0.8719,0.7335,0.8733,0.8759
./structures/2d/2d9e.A.pdb,2,0.028558265417814255,3.217,0.8719,0.7025,0.882,0.8547
./structures/2d/2d9e.A.pdb,3,0.03087751753628254,3.595,0.8657,0.7087,0.8725,0.8627
./structures/2d/2d9e.A.pdb,4,0.07839923352003098,2.849,0.8946,0.7541,0.8967,0.8692
./structures/2f/2f63.A.pdb,0,0.3271535634994507,1.96,0.7911,0.5728,0.8847,0.763
./structures/2f/2f63.A.pdb,1,0.3076723515987396,1.984,0.7943,0.5759,0.8805,0.7605
./structures/2f/2f63.A.pdb,2,0.3434443771839142,2.058,0.7832,0.5759,0.8738,0.7582
./structures/2f/2f63.A.pdb,3,0.42061084508895874,2.01,0.7848,0.5665,0.8786,0.7558
./structures/2f/2f63.A.pdb,4,0.36686375737190247,2.006,0.7816,0.5601,0.8798,0.7528
./structures/2f/2fhm.A.pdb,0,0.293159544467926,1.326,0.8984,0.7445,0.9026,0.8529
./structures/2f/2fhm.A.pdb,1,0.2511923313140869,1.404,0.8846,0.728,0.8917,0.8361
./structures/2f/2fhm.A.pdb,2,0.3060457408428192,1.394,0.9011,0.7418,0.8992,0.8477
./structures/2f/2fhm.A.pdb,3,0.20985254645347595,1.339,0.9011,0.7527,0.9039,0.86
./structures/2f/2fhm.A.pdb,4,0.26433852314949036,1.567,0.8819,0.7253,0.8847,0.84
./structures/2i/2in2.A.pdb,0,0.13871733844280243,2.29,0.7637,0.5398,0.874,0.7716
./structures/2i/2in2.A.pdb,1,0.18136855959892273,2.356,0.7665,0.5467,0.8726,0.7701
./structures/2i/2in2.A.pdb,2,0.09359977394342422,2.529,0.7582,0.5371,0.8639,0.7638
./structures/2i/2in2.A.pdb,3,0.12599168717861176,2.669,0.7431,0.5288,0.8597,0.7605
./structures/2i/2in2.A.pdb,4,0.14869575202465057,2.435,0.7555,0.5343,0.8673,0.7667
./structures/2j/2ju3.A.pdb,0,0.05075274780392647,2.974,0.7165,0.498,0.7786,0.7984
./structures/2j/2ju3.A.pdb,1,0.050855766981840134,2.783,0.6988,0.4783,0.7808,0.7951
./structures/2j/2ju3.A.pdb,2,0.1413201242685318,2.917,0.7244,0.5217,0.7824,0.802
./structures/2j/2ju3.A.pdb,3,0.1196095272898674,2.889,0.7165,0.498,0.7832,0.8009
./structures/2j/2ju3.A.pdb,4,0.08889931440353394,2.588,0.7264,0.5157,0.8058,0.7999
./structures/2j/2jww.A.pdb,0,0.35853105783462524,2.407,0.695,0.4656,0.7723,0.6635
./structures/2j/2jww.A.pdb,1,0.4155307412147522,2.399,0.6858,0.4564,0.774,0.6647
./structures/2j/2jww.A.pdb,2,0.3938939571380615,2.391,0.6904,0.4656,0.7719,0.6594
./structures/2j/2jww.A.pdb,3,0.410775750875473,2.438,0.6904,0.461,0.7683,0.656
./structures/2j/2jww.A.pdb,4,0.44851016998291016,2.421,0.6789,0.4495,0.7682,0.6606
./structures/2k/2k43.A.pdb,0,0.24901804327964783,3.168,0.6692,0.4474,0.7747,0.6647
./structures/2k/2k43.A.pdb,1,0.362888365983963,2.88,0.6748,0.4455,0.7814,0.6606
./structures/2k/2k43.A.pdb,2,0.37449321150779724,2.755,0.688,0.4586,0.7889,0.6671
./structures/2k/2k43.A.pdb,3,0.2902120053768158,2.69,0.6842,0.453,0.7898,0.669
./structures/2k/2k43.A.pdb,4,0.2676280736923218,2.788,0.6692,0.438,0.7788,0.6605
./structures/2l/2l50.A.pdb,0,-0.04312577098608017,3.327,0.6863,0.4706,0.7348,0.6885
./structures/2l/2l50.A.pdb,1,0.04712437838315964,3.616,0.6887,0.4779,0.7276,0.7076
./structures/2l/2l50.A.pdb,2,-0.014854406006634235,3.407,0.6716,0.4583,0.7258,0.6959
./structures/2l/2l50.A.pdb,3,-0.013300829567015171,3.486,0.6667,0.4534,0.7235,0.7168
./structures/2l/2l50.A.pdb,4,-0.03813236951828003,3.735,0.6373,0.4265,0.6834,0.7001
./structures/2l/2l68.A.pdb,0,0.36575764417648315,1.393,0.8869,0.7063,0.9226,0.8562
./structures/2l/2l68.A.pdb,1,0.3193185329437256,1.237,0.9187,0.7421,0.9376,0.8692
./structures/2l/2l68.A.pdb,2,0.2723328471183777,1.423,0.879,0.6865,0.9194,0.8437
./structures/2l/2l68.A.pdb,3,0.35704752802848816,1.407,0.8869,0.6964,0.9199,0.849
./structures/2l/2l68.A.pdb,4,0.38467055559158325,1.231,0.9048,0.7321,0.9364,0.8649
./structures/2l/2lao.A.pdb,0,0.32567715644836426,4.75,0.7038,0.5441,0.7007,0.9238
./structures/2l/2lao.A.pdb,1,0.3491111397743225,4.676,0.6964,0.5525,0.6994,0.9312
./structures/2l/2lao.A.pdb,2,0.36115291714668274,4.743,0.7017,0.5431,0.6989,0.9178
./structures/2l/2lao.A.pdb,3,0.3888356685638428,4.711,0.7027,0.5557,0.6997,0.929
./structures/2l/2lao.A.pdb,4,0.34422892332077026,4.834,0.6933,0.5473,0.6922,0.9284
./structures/2l/2lhs.A.pdb,0,0.21855780482292175,2.078,0.8029,0.5941,0.8866,0.7526
./structures/2l/2lhs.A.pdb,1,0.18261989951133728,2.14,0.7868,0.5765,0.8762,0.7399
./structures/2l/2lhs.A.pdb,2,0.1688528060913086,2.166,0.7882,0.5794,0.8786,0.7419
./structures/2l/2lhs.A.pdb,3,0.17752520740032196,2.433,0.7691,0.5529,0.8631,0.7335
./structures/2l/2lhs.A.pdb,4,0.1281464397907257,2.3,0.7912,0.5735,0.8699,0.738
./structures/2n/2nln.A.pdb,0,0.2331697791814804,3.912,0.5694,0.338,0.6126,0.6237
./structures/2n/2nln.A.pdb,1,0.22470586001873016,3.906,0.5741,0.3449,0.6096,0.614
./structures/2n/2nln.A.pdb,2,0.17162904143333435,4.195,0.5602,0.3356,0.5974,0.5977
./structures/2n/2nln.A.pdb,3,0.23517833650112152,3.688,0.5903,0.3657,0.6265,0.6196
./structures/2n/2nln.A.pdb,4,0.19552041590213776,4.108,0.5556,0.3333,0.589,0.6017
./structures/2p/2p3m.A.pdb,0,0.1707221269607544,2.046,0.818,0.6158,0.8806,0.8116
./structures/2p/2p3m.A.pdb,1,0.1394270658493042,2.506,0.796,0.5864,0.8562,0.7826
./structures/2p/2p3m.A.pdb,2,0.2579529583454132,2.297,0.818,0.6158,0.8752,0.8168
./structures/2p/2p3m.A.pdb,3,0.24089130759239197,2.137,0.8401,0.6452,0.8874,0.8331
./structures/2p/2p3m.A.pdb,4,0.17278707027435303,2.528,0.8107,0.6176,0.867,0.8147
./structures/2u/2uz5.A.pdb,0,0.01615576632320881,2.963,0.7026,0.4854,0.8025,0.7052
./structures/2u/2uz5.A.pdb,1,-0.12394624948501587,3.831,0.6697,0.458,0.7746,0.6943
./structures/2u/2uz5.A.pdb,2,0.028006386011838913,3.11,0.688,0.4672,0.7891,0.7104
./structures/2u/2uz5.A.pdb,3,0.0010880862828344107,3.083,0.6807,0.4653,0.7817,0.7152
./structures/2u/2uz5.A.pdb,4,-0.012834287248551846,3.141,0.6989,0.4745,0.8001,0.7152
./structures/4a/4ake.B.pdb,0,0.35213616490364075,7.171,0.5584,0.3925,0.6785,0.8244
./structures/4a/4ake.B.pdb,1,0.31374621391296387,6.95,0.59,0.4311,0.6941,0.8481
./structures/4a/4ake.B.pdb,2,0.28090354800224304,7.016,0.5923,0.4381,0.6916,0.8491
./structures/4a/4ake.B.pdb,3,0.30443570017814636,6.987,0.5888,0.4357,0.694,0.8471
./structures/4a/4ake.B.pdb,4,0.28817933797836304,6.939,0.5864,0.4334,0.692,0.8452
./structures/1i/1ija.A.pdb,0,-0.25018399953842163,6.803,0.7078,0.5084,0.7701,0.6872
./structures/1i/1ija.A.pdb,1,-0.27718183398246765,3.926,0.7247,0.527,0.7875,0.7129
./structures/1i/1ija.A.pdb,2,-0.19317495822906494,4.543,0.7483,0.5473,0.8031,0.7275
./structures/1i/1ija.A.pdb,3,-0.14528588950634003,7.759,0.7399,0.5422,0.7995,0.7128
./structures/1i/1ija.A.pdb,4,-0.25851738452911377,4.189,0.7314,0.5253,0.7991,0.7068
./structures/1j/1jm4.B.pdb,0,0.2394985556602478,3.872,0.7013,0.5,0.7488,0.7581
./structures/1j/1jm4.B.pdb,1,0.22056131064891815,3.697,0.7097,0.5042,0.7534,0.7548
./structures/1j/1jm4.B.pdb,2,0.2267499566078186,4.297,0.6928,0.4915,0.7494,0.7485
./structures/1j/1jm4.B.pdb,3,0.15399396419525146,4.373,0.7034,0.5042,0.7491,0.7452
./structures/1j/1jm4.B.pdb,4,0.26041746139526367,3.973,0.6864,0.4767,0.7449,0.7549
./structures/1m/1mo7.A.pdb,0,-0.023833364248275757,3.119,0.6925,0.4671,0.8359,0.7405
./structures/1m/1mo7.A.pdb,1,-0.01705385558307171,3.044,0.7031,0.4789,0.8358,0.7418
./structures/1m/1mo7.A.pdb,2,0.0019049494294449687,2.937,0.716,0.493,0.8415,0.7449
./structures/1m/1mo7.A.pdb,3,0.02941606566309929,3.008,0.7148,0.4941,0.8397,0.7427
./structures/1m/1mo7.A.pdb,4,0.013498365879058838,3.116,0.7007,0.4812,0.836,0.7363
./structures/1s/1skt.A.pdb,0,0.14306074380874634,4.207,0.6194,0.4028,0.6165,0.6138
./structures/1s/1skt.A.pdb,1,0.09361987560987473,4.046,0.6333,0.4222,0.6331,0.6253
./structures/1s/1skt.A.pdb,2,0.13783687353134155,5.002,0.6194,0.425,0.6103,0.6101
./structures/1s/1skt.A.pdb,3,0.10538742691278458,4.669,0.625,0.425,0.6234,0.6036
./structures/1s/1skt.A.pdb,4,0.10245808213949203,4.393,0.6194,0.4083,0.6221,0.6032
./structures/1s/1sym.B.pdb,0,0.13959439098834991,5.654,0.5842,0.3913,0.5895,0.5989
./structures/1s/1sym.B.pdb,1,0.14883171021938324,5.536,0.5951,0.4049,0.6023,0.598
./structures/1s/1sym.B.pdb,2,0.1480332314968109,5.545,0.5924,0.4022,0.5991,0.6079
./structures/1s/1sym.B.pdb,3,0.14632044732570648,5.581,0.5842,0.3913,0.5961,0.6028
./structures/1s/1sym.B.pdb,4,0.14534756541252136,5.334,0.6114,0.4158,0.608,0.6051
./structures/1w/1w4u.A.pdb,0,0.2970276474952698,2.467,0.6973,0.4677,0.8088,0.6834
./structures/1w/1w4u.A.pdb,1,0.2963641881942749,2.482,0.6922,0.466,0.807,0.6813
./structures/1w/1w4u.A.pdb,2,0.2432970553636551,2.397,0.6905,0.4592,0.8122,0.6897
./structures/1w/1w4u.A.pdb,3,0.31850603222846985,2.516,0.6905,0.4626,0.803,0.6842
./structures/1w/1w4u.A.pdb,4,0.31391236186027527,2.466,0.699,0.4694,0.8104,0.6887
./structures/2k/2kxl.A.pdb,0,0.29582470655441284,5.085,0.5845,0.3856,0.6324,0.7116
./structures/2k/2kxl.A.pdb,1,0.2420986145734787,5.167,0.5933,0.4014,0.6392,0.7145
./structures/2k/2kxl.A.pdb,2,0.23323726654052734,5.59,0.5775,0.3838,0.6188,0.7169
./structures/2k/2kxl.A.pdb,3,0.2606280446052551,5.195,0.5933,0.3961,0.63,0.7183
./structures/2k/2kxl.A.pdb,4,0.26512300968170166,5.228,0.5986,0.4014,0.6352,0.7173
./structures/2l/2lkc.A.pdb,0,-0.2002842128276825,4.952,0.6826,0.4789,0.7805,0.6992
./structures/2l/2lkc.A.pdb,1,-0.18125584721565247,5.235,0.6896,0.4902,0.7804,0.7112
./structures/2l/2lkc.A.pdb,2,-0.1743680089712143,4.931,0.6629,0.4565,0.7682,0.6949
./structures/2l/2lkc.A.pdb,3,-0.1748942881822586,4.998,0.6657,0.4537,0.7625,0.6993
./structures/2l/2lkc.A.pdb,4,-0.16358743607997894,4.888,0.6728,0.4579,0.7698,0.7054
./structures/1l/1lmz.A.pdb,0,0.3731617331504822,3.255,0.7714,0.5575,0.8784,0.7796
./structures/1l/1lmz.A.pdb,1,0.35425886511802673,3.347,0.7473,0.5294,0.8605,0.7601
./structures/1l/1lmz.A.pdb,2,0.3265873193740845,3.414,0.746,0.5267,0.8688,0.7678
./structures/1l/1lmz.A.pdb,3,0.33549538254737854,3.194,0.7527,0.5361,0.8704,0.7707
./structures/1l/1lmz.A.pdb,4,0.3378821909427643,3.424,0.7567,0.5388,0.8694,0.7716
./structures/2c/2cg7.A.pdb,0,0.1476510763168335,4.365,0.6222,0.4694,0.5433,0.8611
./structures/2c/2cg7.A.pdb,1,0.144703209400177,4.639,0.6306,0.475,0.5359,0.8613
./structures/2c/2cg7.A.pdb,2,0.1354825645685196,4.66,0.6361,0.4889,0.5365,0.8766
./structures/2c/2cg7.A.pdb,3,0.17542366683483124,3.932,0.6472,0.475,0.5697,0.8627
./structures/2c/2cg7.A.pdb,4,0.1897915005683899,4.244,0.6389,0.4889,0.5529,0.8711
./structures/1u/1urp.D.pdb,0,0.40562671422958374,3.916,0.691,0.5406,0.7436,0.9492
./structures/1u/1urp.D.pdb,1,0.3921380937099457,3.836,0.691,0.5489,0.7497,0.9502
./structures/1u/1urp.D.pdb,2,0.35418641567230225,3.827,0.69,0.5397,0.7486,0.9463
./structures/1u/1urp.D.pdb,3,0.4173528552055359,4.054,0.6817,0.5406,0.7298,0.9444
./structures/1u/1urp.D.pdb,4,0.3826254904270172,3.999,0.6808,0.5249,0.7366,0.9382
./structures/1o/1orm.A.pdb,0,0.11247920989990234,5.657,0.4341,0.2196,0.5293,0.5803
./structures/1o/1orm.A.pdb,1,0.1937035173177719,5.7,0.4291,0.2196,0.527,0.5751
./structures/1o/1orm.A.pdb,2,0.2663642168045044,5.556,0.4291,0.2213,0.5355,0.5865
./structures/1o/1orm.A.pdb,3,0.1350519061088562,5.418,0.4392,0.223,0.541,0.583
./structures/1o/1orm.A.pdb,4,0.1716766059398651,5.509,0.4291,0.2196,0.5366,0.5813
./structures/1p/1pfl.A.pdb,0,0.33818739652633667,1.851,0.8058,0.5845,0.8733,0.7616
./structures/1p/1pfl.A.pdb,1,0.2471235990524292,1.708,0.7986,0.5791,0.8836,0.7569
./structures/1p/1pfl.A.pdb,2,0.2921780049800873,1.793,0.804,0.5881,0.8773,0.7655
./structures/1p/1pfl.A.pdb,3,0.29108911752700806,1.665,0.8022,0.5809,0.8873,0.7668
./structures/1p/1pfl.A.pdb,4,0.29522815346717834,1.703,0.8022,0.5827,0.883,0.7582
